date,star_count,comment
10.02.2022,4.0,Комментарий: Комментарий:Айфон мощный. Спасибо.
14.10.2024,5.0,Комментарий: Комментарий:Алла бұйырсын сіздерге.
08.07.2024,3.0,"Комментарий: Комментарий:Телефон идеальные, прикольный, в руке хорошо
          лежит. Ну минус в том, что доставка 2 недели было заказывал 23 числа и
          должен был придти 27 числа ну он пришел только 5 числа это большой
          минус."
19.05.2024,5.0,"Комментарий: Комментарий:Әкешіме сыйлық алдым! Жақсы сыйлық негізі! Алдағы
          уақытта Каспи магазинінен iCloud ашып және программа орнатып беріп
          жіберетін болса керемет!."
14.05.2024,5.0,"Комментарий: Комментарий:1 күн бұрын ерте келді, бәрі супер."
05.03.2024,3.0,"Комментарий: Комментарий:Бәрі жақсы әрине, бірақ продовецтер жауапсыз,
          телефон соқса алмайды."
28.12.2023,1.0,Комментарий: Комментарий:Батарейка быстро разряжается.
14.08.2022,5.0,"Достоинства: Ұнады, өте керемет телефон. Комментарий: Комментарий:Каспи, Алсер магазиніне айтар алғысым шексіз,
          рахмет."
01.07.2022,5.0,"Достоинства: Быстрый, модный, молодёжный. Недостатки: Нет адаптера в комплекте, за такую цену могли бы
          положить. Цена."
24.02.2022,5.0,"Достоинства: IPhone есть IPhone. Камера, звук, все функции
          работают, одним словом отличный телефон. Комментарий: Комментарий:Доставили на следующий день, спасибо курьеру за
          его работу. Отдельное спасибо, Каспи, вы как всегда на высоте,
          рассрочка без переплаты! Гарантия, всё как надо."
14.01.2022,5.0,Комментарий: Комментарий:Все отлично.
24.12.2021,5.0,"Достоинства: Идеальный. Недостатки: Обидно, что нет наушников в комплектации."
19.09.2024,3.0,"Комментарий: Комментарий:Тауар келуі, қаптамасы, жұмыс жасауы жақсы. Бірақ
          телефон қуаты ұзақ уақытқа шыдамайды. Мен негізі сыйлық ретінде алған
          едім."
09.08.2024,5.0,"Комментарий: Комментарий:Купил дочке на день рождения. Вовремя доставили,
          телефон нормальный, дочь довольная. Если кто ещё рассрочку оплачивал -
          вообще замечательно бы было!"
05.08.2024,1.0,"Комментарий: Комментарий:Алған телефон ыстемит не айтайын сапасы нашар
          болды."
19.05.2024,5.0,Комментарий: Комментарий:Тамаша.
18.05.2024,5.0,"Комментарий: Комментарий:Телефон классный. Заказывала в магазине Sirius.
          Доставка пришла вовремя. Гарантия, квитанция, все как положено. Цена
          самая классная из всех. Спасибо большое, мы с мужем остались довольны
          более чем. Всем советую."
18.05.2024,5.0,"Комментарий: Комментарий:Все пришло в хорошем состоянии. Телефон новый.
          Продавец Сириус."
20.05.2024,3.0,Комментарий: Комментарий:Батарейка быстро садиться.
20.03.2024,5.0,"Комментарий: Комментарий:Супер телефон, заказывала сыну, доволен, краски
          все супер, летает просто, да, андроид и iOS — разные вещи, это как с
          КамАЗа пересесть на «Тойоту Камри». Супер."
06.03.2024,4.0,"Комментарий: Комментарий:Норм телефон, только дороговато."
10.02.2024,5.0,"Комментарий: Комментарий:Взяла мужу подарок. Муж доволен и я рада. Телефон
          оригинал. Доставили вовремя. Хорошо упаковано. Отдельное спасибо
          Каспи!"
04.01.2024,5.0,"Комментарий: Комментарий:Қызмет көрсету сапасы керемет. Тез арада жеткізіп
          берді. Енді осы магазинді таңдаймыз деп шештік. Жігіттерге үлкен
          рахмет. Жаңа жылға қызыма сыйлық болатын, қызымның қуанышында шық жоқ."
22.12.2023,5.0,"Комментарий: Комментарий:Очень компактный удобный функциональный телефон,
          удачная серия, доставили даже раньше на два дня, я довольна покупкой."
30.11.2023,5.0,"Комментарий: Комментарий:Доставка была в оговорённые сроки. Молодцы и
          спасибо! Телефоном пользуемся. Пока вроде все устраивает и нареканий
          нет."
08.06.2023,5.0,"Достоинства: Круто, мне очень нравится."
28.03.2023,5.0,"Достоинства: Это мой первый айфон. Буду изучать его
          достоинства. От камеры я в восторге. Недостатки: Дорого. Комментарий: Комментарий:Удивило почему с магазина не позвонили перед
          отправкой товара."
27.08.2022,5.0,"Комментарий: Комментарий:Каспи на высшем уровне. Магазин без нареканий.
          Все на высшем уровне. Товар идеален."
26.07.2022,5.0,"Комментарий: Комментарий:Өте керемет, бағасы ыңғайлы."
08.05.2022,5.0,"Комментарий: Комментарий:Өте керемет, сіңліме алған едім, ұнады, 1 күнге
          бармай жеткізіп берді, өте тамаша."
01.01.2022,5.0,Достоинства: Очень быстрый и с сумасшедшей камерой. Комментарий: Комментарий:Советую всем любителям продукции Apple.
31.12.2021,5.0,"Достоинства: Не очень большой экран, хороший аккумулятор,
          удобный и эргономичный, одним словом стоит своих денег, а особенно
          камера. Комментарий: Комментарий:Вроде бы не так давно перешёл с андроида и вроде
          бы цена кусачая, но при работе и в использовании просто нет слов. В
          целом не жалею, что перешёл на сторону яблока)"
22.11.2021,5.0,Достоинства: Лучший. Просто слов нет.
07.10.2024,5.0,"Комментарий: Комментарий:Хорошо работает, муж заценил."
04.10.2024,2.0,"Комментарий: Комментарий:До этого всегда держал Самсунг Хуавей орро было
          отлично купил сегодня айфон 13 капец сеть не ловит там, где те ловили,
          программа не работает, некоторые элементарно ватсап приложение, где на
          старых смартфонах режим переключение на другом аккаунт работал, а тут
          нет и не могу понять почему сеть плохо ловит, место положения название
          не выходит большой город показывает. В общем не такая хорошая как оппо
          или Самсунг хуавей и за такую сумму можно было купить мощную модель из
          тех смартфонов"
23.09.2024,1.0,"Комментарий: Комментарий:Ұнады, күшті."
09.09.2024,5.0,"Комментарий: Комментарий:Екі телефон алдым, сатушылар молодцы шығып, күтіп
          алды, мейрімді, обслуживали на высшем уровне."
07.09.2024,2.0,"Комментарий: Комментарий:Очень довольна своей покупкой, рекомендую."
24.07.2024,5.0,Комментарий: Комментарий:Сыночку очень понравился айфон просто.
06.07.2024,4.0,"Комментарий: Комментарий:Телефон отличный. Но очень поздно доставили. Я
          заказывала 23 июня, а доставили 1 го июля. Спасибо Каспи."
28.06.2024,5.0,"Комментарий: Комментарий:Товар пришел в целости и сохранности. Качество на
          высоте. Все функции работают исправно, и внешний вид полностью
          соответствует описанию. Единственный минус – это долгая доставка. В
          остальном покупкой доволен, рекомендую!"
21.06.2024,5.0,Комментарий: Комментарий:Өте жақсы.
28.05.2024,5.0,"Комментарий: Комментарий:Не рекомендую заказывать в Магазине SALE phone!
          Отправку задержали, на связь не выходили, игнорировали мои смс. Сервис
          отстой."
19.05.2024,5.0,"Комментарий: Комментарий:Все идеально, спасибо! Очень крутой! Рекомендую."
18.05.2024,5.0,"Комментарий: Комментарий:Телефон классный. Спасибо магазину Sirius.
          Доставили быстро и оперативно."
18.05.2024,5.0,"Комментарий: Комментарий:Керемет, ұнады."
18.05.2024,5.0,"Комментарий: Комментарий:Спасибо, телефон понравился! Быстрая доставка!"
18.05.2024,5.0,Комментарий: Комментарий:Очень хороший телефон!
18.05.2024,5.0,"Комментарий: Комментарий:Здравствуйте! Товар доставлен в срок, упакован
          отлично. Качество отличное! Спасибо огромное всем, кто был
          задействован!"
15.05.2024,5.0,"Комментарий: Комментарий:Все пришло, телефон оригинал с годовой гарантией)
          спасибо магазину Sirius."
01.05.2024,5.0,"Комментарий: Комментарий:Пока телефон не открывала, жду своего ДР.
          Однозначна уверена что телефон топ. Всю информацию можно узнать о
          телефоне не вскрывая коробки. Все соответствует заявленному товару,
          сервисный номер не активирован, глобальная версия. Коробка в идеальном
          состоянии, хорошо упаковали и подарочек даже сделали.Заказывала
          в магазине Sirius. Благодарю, вас, очень приятно принимать такой
          добрый жест и внимание от продавца. За что приношу огромную
          благодарность. Не было проблем связаться с магазином, оператор
          вежливая и доброжелательная девушка, учла все пожелания по доставке и
          привезли курьером точно в запланированное время, курьер так же вежлив
          и хорош.В общем Sirius, вы приобрели себе еще одного
          благодарного покупателя, который с большой радостью пойдет к вам за
          покупками. Спасибо и Kaspi.kz за предоставленную возможность
          приобретать хорошие вещи в достойных магазинах."
26.04.2024,5.0,"Комментарий: Комментарий:Айфон хорошего качества. Спасибо вовремя за
          доставку. Качество фото отличное, зарядку держит хорошо."
18.04.2024,4.0,"Комментарий: Комментарий:Телефон хороший, я покупкой довольна, коробка
          была целая, шнур в комплекте все как положено. Но сколько я
          нанервничалась пока пыталась забрать этот телефон. Отказалась от
          доставки, указала, что заберу самовывозом с точки по адресу Торетай,
          продавец заказ подтвердил в Каспи. По приезду на точку никакого
          магазина не оказалось, у кого бы я не спрашивала никто не знает где
          он. Продавец в течение всего дня не брал трубку, по итогу уехала я
          оттуда злая, расстроенная и недовольная. Продавец со мной связался
          только на следующий день утром (была по тому адресу в вс, звонки утром
          в пн они начали принимать только с 10 утра) объяснили. Что нужно
          подъехать на другой адрес и там мне выдадут мой заказ, но и там не
          обошлось без приключений. Но телефон я получила и довольна им. Так что
          если будете заказывать через этот магазин, имейте ввиду что они очень
          редко берут трубку (даже в рабочий день). График указанный в Каспи не
          соответствует действительности и продавец с вами не связывается, пока
          с ним не свяжется напрямую Каспи. Каспи за онлайн связь 24/7 отдельное
          спасибо."
09.03.2024,1.0,Комментарий: Комментарий:На улицу когда выходишь он начинает зависать.
05.03.2024,5.0,"Комментарий: Комментарий:Телефоном пользуюсь около недели. Я в восторге,
          до этого я ещё не покупала телефон. Подруги заказала тоже, с доставкой
          в другой город, только белого цвета (у меня чёрный). Просто когда
          начинаете пользоваться новым телефоном, нужно следовать определённым
          правилам и все будет ок."
03.03.2024,5.0,Комментарий: Комментарий:Жақсы маған ұнады.
28.01.2024,1.0,"Комментарий: Комментарий:Товар не хорош, не подходит для КЗ."
26.01.2024,5.0,Комментарий: Комментарий:Рахмет дәл айтқан күні алдым. Супер.
25.01.2024,3.0,Комментарий: Комментарий:Всё устраивает.
13.12.2023,5.0,"Комментарий: Комментарий:Ұнады, жылдам жұмыс жасайды."
02.12.2023,5.0,Комментарий: Комментарий:Супер телефон.
15.07.2023,1.0,Недостатки: Очень много. Комментарий: Комментарий:Не покупайте в on shoop!
30.05.2023,4.0,"Недостатки: Но камера лагает, лучше купить гугл пиксель 6а она
          дешевле и камера та же. Комментарий: Комментарий:Неплохой смартфон за свои деньги стоит. Если не
          знаете что купить 14 айфон или 13, купите 13 никакой разницы нет."
02.02.2023,5.0,"Достоинства: Хорошо держит аккумулятор, яркость дисплея очень
          хорошая, качество фото и видео не отличаются от про версии, поддержка
          приложений и нагрузку цп справляется очень хорошо. Нагревается гораздо
          меньше, чем мини и про версия. Недостатки: Черный цвет отдает синим, но за чехлом незаметно.
          Это скорее всего мой недочет ,так как я особо не вникал во внешние
          характеристики телефона. Внешне две камеры смотрятся хуже, чем три все
          таки. Комментарий: Комментарий:Имел 13 Про и 13 мини. Этот телефон лучшее
          решение. Рекомендую."
04.01.2023,3.0,Достоинства: Жақсы телефон. Недостатки: Адаптер жоқ екен.
05.11.2022,5.0,"Комментарий: Комментарий:Это же iPhone, этим все сказано."
06.08.2022,5.0,"Комментарий: Комментарий:Хороший телефон, спасибо."
19.07.2022,5.0,Достоинства: Керемет. Комментарий: Комментарий:Арманымның біріне қол жеткіздім.
24.05.2022,4.0,Достоинства: Өте сапалы
08.05.2022,5.0,Комментарий: Комментарий:Хороший телефон.
29.04.2022,5.0,"Комментарий: Комментарий:Саламатсыздар. Сіздерге улкен алғыс. Өте жаксы.
          Жумыстарыңызға саттілік. Тез жеткізді. Унады."
28.02.2022,5.0,"Достоинства: Камера, батарея."
14.12.2021,5.0,Достоинства: Всё на высшем уровне.
06.12.2021,5.0,"Достоинства: Камера, скорость, зарядка. Советую. Недостатки: Наушники."
24.11.2021,5.0,"Достоинства: Удобный телефон. Качество и цена соответствуют.
          Фото и видео имеют достаточно ожидаемого уровня."
06.11.2024,5.0,"Комментарий: Комментарий:Мамаға подаркаға алдым 4і келу керек еді рахмет 1
          күн ерте келді. Айфон 14 15ке қарағанда 13 ұнады. Мамаларымызды
          қуантып жүрейік."
30.10.2024,1.0,Комментарий: Комментарий:Приехала в 24 октябре уже 98 ёмкость.
02.11.2024,5.0,"Комментарий: Комментарий:Смартфон отличный, пользовался 11 версией,
          перешел на 13 в принципе разницы нет, только если по дизайну и фото
          возможности, а так система Apple работает как часы, рахмет Каспи."
28.10.2024,1.0,"Комментарий: Комментарий:Каробкасы оте ескі кір болып келді. Без
          упаковочной клеенки болды. Зарядкасы жылдам отырады және телефон өте
          қатты ысып кетеді. Көңілім мүлдем толмады."
25.10.2024,5.0,"Комментарий: Комментарий:Хороший телефон, спасибо Каспи."
20.10.2024,5.0,"Комментарий: Комментарий:Қаптамасы жоқ екен қосса болады ғой арзан емес
          телефон."
09.10.2024,5.0,Комментарий: Комментарий:Керемет.
09.10.2024,3.0,Комментарий: Комментарий:Зависает.
09.10.2024,3.0,Комментарий: Комментарий:Зависает.
30.09.2024,5.0,"Комментарий: Комментарий:Вполне достойный телефон, доставка была точно в
          срок."
18.09.2024,5.0,"Комментарий: Комментарий:Заказала телефон мужу в AMT STORE. Большое
          спасибо парню, который его нам привез! Вежливый, всё объяснил, дал еще
          в подарок адаптер! Супер! Сам телефон в порядке, запечатан. Доставка
          быстрая, день в день. Спасибо Каспи Магазину за возможность не выходя
          из дома приобретать товары."
22.08.2024,5.0,"Комментарий: Комментарий:Телефон өте ұнады әсіресе, MOBILE
          VIBE дүкеніне рахмет, тез жеткізді, бәрі жақсы! Елдос Колобоктың
          магазины болғансоң сенім білдірдім!"
06.08.2024,5.0,Комментарий: Комментарий:Өте қымбат.
06.08.2024,1.0,"Комментарий: Комментарий:Не держит заряд, очень слабый."
01.08.2024,5.0,Комментарий: Комментарий:Айфон значит качество!
31.07.2024,4.0,Комментарий: Комментарий:Алған айфон 13 ұлыма қатты ұнады рахмет.
12.07.2024,5.0,"Комментарий: Комментарий:Керемет, қызыма ұнады."
22.06.2024,5.0,"Комментарий: Комментарий:Баламның папасына сыйлығы еді, әдемі ұнады,
          жылдам жеткізді, рахмет Каспи."
15.06.2024,5.0,"Комментарий: Комментарий:Отличный телефон, легкий. Сын доволен."
12.06.2024,5.0,Комментарий: Комментарий:Телефон ұнады.
12.06.2024,5.0,"Комментарий: Комментарий:Күшті, арзан, әдемі, жайлы, рахат."
30.05.2024,5.0,"Комментарий: Комментарий:Балама ұнады, рахмет."
11.05.2024,5.0,"Комментарий: Комментарий:Это был подарок супругу, ему очень понравилось.
          Телефон отличный. Единственное, при доставке телефона думаю можно было
          хотя бы положить в пакетик. Курьер доставил отдельно телефон, и
          отдельно гарантию, просто в руках. Не запакованными. Это очень не
          понравилось. В магазине не оказалось пакетика даже для упаковки."
02.05.2024,4.0,"Комментарий: Комментарий:Товар оправдал себя, доставка вовремя. Но был
          вопрос к магазину, на телефонный звонок не отвечали и не перезвонили.
          Неприятненько, так как покупатель в другом городе, обратная связь
          должна быть."
26.04.2024,4.0,"Комментарий: Комментарий:Рахмет Каспи ға, тез жеткізді. Сапасы жақсы,
          керемет."
21.04.2024,5.0,"Комментарий: Комментарий:Телефонды уақытылы жеткізді ұнады, рахмет!."
19.04.2024,5.0,"Комментарий: Комментарий:Үлкеееен рақмет, качество супер, а доставка
          вообще за 2 часа доставили."
19.04.2024,3.0,"Комментарий: Комментарий:Все прекрасно, доставка с Алматы. Плохая с цена
          рассрочку два года 17000 сейчас по дешевле других магазинах. Минус еще
          вилки нет. Остальное все супер."
06.03.2024,5.0,"Комментарий: Комментарий:Пришло все в полном порядке, товаром полностью
          доволен."
05.03.2024,5.0,"Комментарий: Комментарий:Телефон супер, жаль доставка задерживалась, а так
          все отлично."
29.02.2024,1.0,Комментарий: Комментарий:Заряадка 90 жоғары бомайды.
29.02.2024,1.0,Комментарий: Комментарий:Зарядка тез отырады екен.
29.02.2024,4.0,"Комментарий: Комментарий:Ну айфон это айфон, хотя по сравнению с андроидом
          зарядку плохо держит, с утра подзаряжу, а вечером уже сядет полностью,
          хотя я не часто залипаю безвылазно в телефоне. Курьеру рахмет и Каспи
          Жуме тоже."
23.02.2024,5.0,"Комментарий: Комментарий:Айфон как айфон, красивый удобный и заряжается
          быстро, камера отличная все снимает качественно."
15.02.2024,5.0,"Комментарий: Комментарий:Айфон классный, сделал подарок своей жене,
          радость зашкаливает. Спасибо Каспи."
12.02.2024,5.0,"Комментарий: Комментарий:Быстро доставили, отличный телефон."
12.01.2024,5.0,"Комментарий: Комментарий:Прикольный телефон, две камеры, очень похож на
          айфон."
31.12.2023,5.0,"Комментарий: Комментарий:Сделала дочке подарок, ей очень понравилось,
          спасибо. Товар привезли раньше времени."
27.12.2023,5.0,Комментарий: Комментарий:Рахмет магазину! Быстрая доставка! Товар жакс.
20.12.2023,5.0,Комментарий: Комментарий:Очень удобно.
12.12.2023,5.0,"Комментарий: Комментарий:Сапасы жақсы, ойымдағыдай келді! Рақмет."
10.12.2023,5.0,"Комментарий: Комментарий:Уже не раз покупаю технику apple. Этот телефон
          купил как дополнительный. Всё устраивает. Если сравнивать с pro
          версией, то у обычного 13 есть большой плюс - автономность. Батарею
          держит гораздо дольше. Да и в 2023 году, за 320 тыс лучше телефона
          просто не возьмете. Так что берите, не пожалеете!"
05.12.2023,5.0,"Комментарий: Комментарий:Телефон огнище, жаль, что покупали не мне)"
27.11.2023,5.0,Комментарий: Комментарий:Телефон сапасы жақсы.
26.09.2023,5.0,Комментарий: Комментарий:Цена при покупке была 436000.
12.09.2023,5.0,"Комментарий: Комментарий:Отличный подарок маме, доставили раньше на день."
02.06.2023,5.0,"Недостатки: Из за блока, но ничего страшного. Комментарий: Комментарий:Берите если сильно хотите. Все супер. Спасибо
          магазину за доставку, телефон пришел упакованный с гарантией. Должен
          был прийти заказ 26 мая, а пришел 24 мая."
27.04.2023,5.0,"Комментарий: Комментарий:Хорошо, во время доставили, все понравился."
13.03.2023,5.0,"Достоинства: Айфон есть айфон, что ещё сказать, камера на
          высоте, скорость супер. Недостатки: После покупки, упал в цене на 60 тысяч( Комментарий: Комментарий:Доставили в срок, спасибо Каспи!"
06.01.2023,3.0,"Комментарий: Комментарий:Телефон не очень понравился, по началу симку не
          читал."
06.11.2022,5.0,Достоинства: Камера. Комментарий: Комментарий:Хороший аппарат.
02.11.2022,5.0,"Достоинства: Хороший. Недостатки: Продавайте телефон укомплектованым. Комментарий: Комментарий:Телефон отличный, жалко нет подарков:("
20.10.2022,5.0,Достоинства: Отличный телефон.
10.10.2022,1.0,Достоинства: Слабый что-то.
20.07.2022,5.0,"Достоинства: Отличный телефон. Недостатки: Адаптера нет. Комментарий: Комментарий:Доставили вовремя, благодарю."
28.06.2022,5.0,Достоинства: Все на высшем уровне. Комментарий: Комментарий:Спасибо за быструю доставку!
04.05.2022,5.0,Комментарий: Комментарий:Телефон просто супер.
02.05.2022,1.0,Комментарий: Комментарий:Телефон хороший.
17.03.2022,5.0,"Комментарий: Комментарий:Покупала сыну, он в восторге, телефон работает
          отлично. Советую. Айфон есть Айфон."
15.03.2022,5.0,"Достоинства: Мне очень нравится телефон, долго держит заряд и
          вообще Айфон это чудо!"
25.02.2022,5.0,"Достоинства: Камера. Недостатки: При авторизации зависал. Комментарий: Комментарий:Купили дочке, она в восторге. Телефон суперский
          конечно. Ей после 7 сразу на 13, заметны все достоинства телефона."
03.02.2022,5.0,"Достоинства: Отлично, мой первый Айфон, все не высоте. Недостатки: Отсутствие блока питания. Комментарий: Комментарий:Берите смело, не пожалеете."
15.12.2021,5.0,Достоинства: Черный очень красиво смотрится. Недостатки: Нет адаптера. Комментарий: Комментарий:Айфон есть Айфон!
13.12.2021,5.0,"Достоинства: Быстрый, мощный, красивый. Недостатки: Дороговатый."
27.10.2021,4.0,Достоинства: Все отлично. Комментарий: Комментарий:Супер.
25.10.2021,5.0,"Достоинства: Хороший аппарат. Комментарий: Комментарий:Быстрая доставка, молодцы!"
28.10.2024,5.0,Комментарий: Комментарий:Очень отличный телефон.
23.10.2024,5.0,"Комментарий: Комментарий:Телефон просто супер, купил по приколу и не
          пожалел."
17.10.2024,5.0,Комментарий: Комментарий:Классный телефон. Доставили раньше срока.
14.10.2024,5.0,"Комментарий: Комментарий:Балама ұнады, риза."
11.10.2024,5.0,Комментарий: Комментарий:Өте жақсы балама ұнады.
09.10.2024,5.0,"Комментарий: Комментарий:Телефонды өзіміз алып кеттик, тауар 100% керемет,
          сатушылар сыпайы, apple company LLC алуға кеңес беремін. 12 ай
          гарантиясымен."
05.10.2024,5.0,"Комментарий: Комментарий:Очень долго выбирали телефон и остановились на
          этом магазине Лорд мобаил, работает отлично, спасибо Каспи Магазину."
16.09.2024,5.0,"Комментарий: Комментарий:Айфон пришёл до срока, сын в восторге."
13.09.2024,2.0,"Комментарий: Комментарий:Батарея слабая, очень быстро разряжается."
27.08.2024,5.0,"Комментарий: Комментарий:Супер, алсаңыздар өкінбейсіздер."
11.08.2024,5.0,Комментарий: Комментарий:Жақсы бәрі керемет.
08.08.2024,5.0,"Комментарий: Комментарий:Купили 2 смартфона, менеджер Сунгат работал с
          нами долго, все установил. Пересели все данные был вежлив, подарили
          чехлы, спасибо большое за уделенное время! Рекомендую!"
31.07.2024,5.0,"Комментарий: Комментарий:Доставка тез келді, рақмет, сапасы да."
24.07.2024,5.0,Комментарий: Комментарий:Телефон супер.
24.07.2024,5.0,Комментарий: Комментарий:Маған ұнады керемет.
25.07.2024,5.0,"Комментарий: Комментарий:Приобрела 2 айфона 13. В настройках всё хорошо
          работает. Спасибо."
20.07.2024,5.0,"Комментарий: Комментарий:Хороший, и цена хорошая."
22.06.2024,5.0,Комментарий: Комментарий:Маған ұнады.
21.06.2024,5.0,"Комментарий: Комментарий:Спасибо данному магазину, и продавец, и доставка
          была на высшем уровне! Телефон оригинальный, сыну очень понравилось!"
16.06.2024,5.0,"Комментарий: Комментарий:Спасибо магазину Mid_Shop, сын доволен."
15.06.2024,5.0,"Комментарий: Комментарий:Телефон жақсы, курьер бір күн кеш келді."
11.06.2024,5.0,"Комментарий: Комментарий:Айфон как айфон. Хоть и 13 модель, все равно
          будет актуальна в течение последующих нескольких лет. Брал жене в
          подарок. Ей всё нравится."
07.06.2024,5.0,"Комментарий: Комментарий:Әдемі, жақсы, уақытылы келдi, өзіме ұнады."
28.05.2024,5.0,"Комментарий: Комментарий:Хорошее состояние, сыну понравилось."
08.05.2024,5.0,"Комментарий: Комментарий:Қызыма алдым. Қуанып жүр. Рақмет, жеткізу тез
          болды."
01.05.2024,5.0,"Комментарий: Комментарий:Хороший айфон, вот потихоньку учусь так были.
          Смартфоны все хвалят этот айфон."
25.04.2024,5.0,"Комментарий: Комментарий:Это был подарок жене, все отлично работает, пока
          претензий нет, пришел в срок."
24.04.2024,5.0,"Комментарий: Комментарий:Балама алып бердім, ұнады."
24.04.2024,5.0,"Комментарий: Комментарий:Былай жақсы секілді мен алі қолданбадым. Балама
          алғам. Жақсы шығады деп ойлаймын."
22.04.2024,5.0,Комментарий: Комментарий:Минус - Зарядки хватает ненадолго.
21.04.2024,5.0,"Комментарий: Комментарий:Телефон нормальный, пока проблем нет, зарядка
          тоже в норме. Доставлено очень рано, спасибо большое ребятам."
15.04.2024,5.0,"Комментарий: Комментарий:Өте қатты ұнады, сіздерге көп рақмет! Ойымдағыдай
          шықты."
06.04.2024,5.0,"Комментарий: Комментарий:Взяла сыну, очень понравилось. Пришло раньше
          времени."
31.03.2024,5.0,"Комментарий: Комментарий:Доставка тез келді. Бәрі жақсы істеп тұр, ұнады."
29.03.2024,1.0,Комментарий: Комментарий:Выключается и включается каждые 5 мин.
17.03.2024,3.0,"Комментарий: Комментарий:Доставка 10 күн кешікті, бірақ телефон жақсы
          жұмыс істеп тұр."
17.03.2024,3.0,"Комментарий: Комментарий:Нормальный телефон, стоит своих денег."
13.03.2024,5.0,"Комментарий: Комментарий:К телефону претензий нет. Работает, сын доволен,
          но вот с продавцом были проблемы долго не передавал курьеру, к тому же
          не выходил на связь неделю. Но в итоге телефон мы дождались."
07.03.2024,3.0,"Комментарий: Комментарий:Орташа деңгейдегі смартфон, аккумуляторы нашар."
04.03.2024,5.0,"Комментарий: Комментарий:Доставили быстро, товар хороший, мне все
          понравилось. Советую."
27.02.2024,5.0,"Комментарий: Комментарий:Купила сыну, захотела его осчастливить! Спасибо
          Каспи, вы всегда помогаете в нужный момент!"
24.02.2024,5.0,Комментарий: Комментарий:Телефон понравился.
13.02.2024,5.0,"Комментарий: Комментарий:Өте керемет қолға ынғайлы, кішкентай ғана,
          сапасыда жаксы екен, осы телефонды алуға кеңес берер едім,
          өкінбисіздер."
10.02.2024,5.0,"Комментарий: Комментарий:Жақсы қабылдады бәрін жақсылап түсіндріп берді.
          Рахмет."
29.01.2024,5.0,Комментарий: Комментарий:Доволен покупкой. Все работает отлично.
25.01.2024,5.0,"Комментарий: Комментарий:Брали сыну на день рождения, очень нравится, он
          доволен. Сразу поставили стекло защитное. Только нет зарядки."
02.01.2024,5.0,"Комментарий: Комментарий:Жаңа жылға ұлыма сыйлық жасадық. Айфон қатты
          ұнады. Өзіме қатты ұнамады 2 жыл төлеу."
25.12.2023,5.0,Комментарий: Комментарий:Мне очень понравилось😍🥰
14.12.2023,5.0,"Комментарий: Комментарий:Телефон полностью оправдал себя и мои ожидания,
          удобный."
13.12.2023,5.0,"Комментарий: Комментарий:Отличный вариант. Подарок был для крестины. Она в
          восторге. Очень понравилась, говорит кнопки прям сами нажимаются."
11.12.2023,4.0,"Комментарий: Комментарий:Телефон огонь, продавец честный, доставка
          достойная, все без обмана, респект."
09.12.2023,5.0,"Комментарий: Комментарий:Впервые решил купить телефон из линейки apple.
          Первые дни пользования очень впечатляюще, очень шустрый и простой в
          управлении. Рекомендую."
02.12.2023,5.0,"Комментарий: Комментарий:Отличный смартфон, спасибо магазину за быструю
          доставку!"
01.12.2023,5.0,"Комментарий: Комментарий:Хороший телефон, самое главное магазин хороший."
07.11.2023,5.0,"Комментарий: Комментарий:Өте жақсы, Каспиге Магазинге рахмет, бір-ақ күнде
          алдым, продавец қоңырау шалып тұрды, алсаңыз болады."
30.10.2023,5.0,"Комментарий: Комментарий:Отличный телефон. Сомнения были только в
          магазине. Но и он не подвел. Все круто. Спасибо большое. Не знаю пока
          как он поведет себя дальше."
06.10.2023,5.0,Комментарий: Комментарий:Хороший телефон.
